CDRenewal,CDNumber,MaturingTerm,MaturingTermGrouping,MaturingBalance,TimeRenewed,CDAge,BA_STATE,CustomerTenure,LifeStageGroupCat,LifeStageGroupSubcat,PsycleCodeDescrip,TRAN_COUNT,TRAN_BALANCE,AdditCDCount,LOAN_COUNT,LOAN_BALANCE,POB_INT,MB_INT,IVR_INT,FF,CDAdvertisingSpend,BankAdvertisingSpend,RateSpread
1,MOCKACCT000000000892,18,16-24 months,154844.6,1,2,TX,3,Younger Years,Y1 Upwardly Mobile,McMansions & Merriment,1,103373.13,1,0,0,0,0,0,0.91,5118.327955,35828.29569,1.39308
1,MOCKACCT000000000893,7,7-15 months,71142.69,1,1,FL,2,Mature Years,M4 Midscale Matures,Pensions & Ports,1,41448.1,4,0,0,1,0,0,0.91,0,60050.92131,1.33978
1,MOCKACCT000000000894,10,7-15 months,131152.95,1,1,FL,1,Mature Years,M3 Upscale Empty Nests,Booming Nests,0,0,0,0,0,0,0,0,0.91,0,60050.92131,1.33978
1,MOCKACCT000000000895,18,16-24 months,103240.85,1,2,FL,5,Unassigned,Unassigned,Unassigned,1,270399.28,2,0,0,0,0,0,0.91,8578.703044,60050.92131,1.4897
1,MOCKACCT000000000896,18,16-24 months,102000.4,0,1,TX,2,Mature Years,M1 Financial Elite,The Wealth Market,1,200097.03,0,0,0,1,0,0,0.91,5118.327955,35828.29569,1.39308
1,MOCKACCT000000000897,18,16-24 months,103233.23,1,2,FL,2,Mature Years,M1 Financial Elite,Golden Agers,1,103052.36,2,0,0,0,0,0,0.91,8578.703044,60050.92131,1.4897
1,MOCKACCT000000000898,10,7-15 months,50975.66,0,1,FL,1,Mature Years,M4 Midscale Matures,Annuity Street,0,0,4,0,0,0,0,0,0.91,0,60050.92131,1.33978
1,MOCKACCT000000000899,10,7-15 months,123115.6,0,0,FL,9,Mature Years,M3 Upscale Empty Nests,Booming Nests,0,0,1,0,0,0,0,0,0.91,0,60050.92131,1.33978
1,MOCKACCT000000000900,18,16-24 months,10133.33,1,2,FL,2,Mature Years,M4 Midscale Matures,Pensions & Ports,0,0,0,0,0,0,0,0,0.91,8578.703044,60050.92131,1.4897
1,MOCKACCT000000000901,12,7-15 months,17093.59,7,16,FL,11,Mature Years,M4 Midscale Matures,Rocker & Recliner Retirees,0,0,3,0,0,0,0,0,0.91,0,60050.92131,1.33978
1,MOCKACCT000000000902,10,7-15 months,187056.25,1,1,FL,5,Mature Years,M1 Financial Elite,Business Class,0,0,0,0,0,0,0,0,0.91,0,60050.92131,1.33978
0,MOCKACCT000000000903,10,7-15 months,72074.58,0,0,TX,0,Unassigned,Unassigned,Unassigned,0,0,0,0,0,0,0,0,0.91,0,76883.00438,1.2909678
0,MOCKACCT000000000904,10,7-15 months,50446.57,1,1,TX,1,Mature Years,M1 Financial Elite,Golden Agers,0,0,3,0,0,0,0,0,0.91,0,76883.00438,1.2909678
0,MOCKACCT000000000905,7,7-15 months,15238.83,0,0,TX,1,Mature Years,M4 Midscale Matures,Pensions & Ports,0,0,0,0,0,0,0,0,0.91,0,76883.00438,1.2909678
0,MOCKACCT000000000906,7,7-15 months,10059.51,0,0,FL,0,Mature Years,M3 Upscale Empty Nests,Comfortably Retired,0,0,1,0,0,1,0,0,0.91,0,61752.29325,1.33988
0,MOCKACCT000000000907,7,7-15 months,41199.16,2,2,FL,2,Mature Years,M1 Financial Elite,Business Class,1,203011.8,1,0,0,0,0,0,0.91,0,61752.29325,1.33988
0,MOCKACCT000000000908,7,7-15 months,45267.8,0,0,FL,0,Unassigned,Unassigned,Unassigned,0,0,0,0,0,0,0,0,0.91,0,61752.29325,1.33988
0,MOCKACCT000000000909,7,7-15 months,35000,0,0,FL,0,Unassigned,Unassigned,Unassigned,0,0,0,0,0,0,0,0,0.91,0,61752.29325,1.33988
0,MOCKACCT000000000910,7,7-15 months,251364.61,0,0,TX,0,Unassigned,Unassigned,Unassigned,0,0,2,0,0,0,0,0,0.91,0,76883.00438,1.2909678
0,MOCKACCT000000000911,7,7-15 months,50272.92,0,0,TX,0,Unassigned,Unassigned,Unassigned,0,0,2,0,0,0,0,0,0.91,0,76883.00438,1.2909678
0,MOCKACCT000000000912,7,7-15 months,90491.26,0,0,TX,0,Younger Years,Y1 Upwardly Mobile,New Money,0,0,3,0,0,0,0,0,0.91,0,76883.00438,1.2909678
0,MOCKACCT000000000913,10,7-15 months,20179.67,0,0,TX,1,Unassigned,Unassigned,Unassigned,0,0,0,0,0,1,0,0,0.91,0,76883.00438,1.2909678
0,MOCKACCT000000000914,10,7-15 months,25487.28,1,1,FL,1,Mature Years,M1 Financial Elite,Power Couples,0,0,0,0,0,0,0,0,0.91,0,61752.29325,1.33988
0,MOCKACCT000000000915,7,7-15 months,35208.3,0,0,FL,0,Mature Years,M3 Upscale Empty Nests,Leisure Land,0,0,0,0,0,0,0,0,0.91,0,61752.29325,1.33988
0,MOCKACCT000000000916,10,7-15 months,111374.9,1,1,FL,9,Mature Years,M4 Midscale Matures,Pensions & Ports,0,0,2,0,0,0,0,0,0.91,0,61752.29325,1.33988
0,MOCKACCT000000000917,7,7-15 months,100545.84,0,0,TX,0,Unassigned,Unassigned,Unassigned,0,0,1,0,0,0,0,0,0.91,0,76883.00438,1.2909678
0,MOCKACCT000000000918,10,7-15 months,151347.58,0,0,TX,0,Unassigned,Unassigned,Unassigned,0,0,0,0,0,0,0,0,0.91,0,76883.00438,1.2909678
0,MOCKACCT000000000919,7,7-15 months,50272.93,0,0,TX,0,Unassigned,Unassigned,Unassigned,0,0,0,0,0,0,0,0,0.91,0,76883.00438,1.2909678
0,MOCKACCT000000000920,7,7-15 months,85505.88,0,0,FL,2,Unassigned,Unassigned,Unassigned,0,0,3,0,0,0,0,0,0.91,0,61752.29325,1.33988
0,MOCKACCT000000000921,7,7-15 months,50297.58,0,0,FL,0,Unassigned,Unassigned,Unassigned,0,0,0,0,0,0,0,0,0.91,0,61752.29325,1.33988
0,MOCKACCT000000000922,7,7-15 months,257523.59,0,0,FL,0,Unassigned,Unassigned,Unassigned,0,0,0,0,0,0,0,0,0.91,0,61752.29325,1.33988
0,MOCKACCT000000000923,7,7-15 months,35208.3,0,0,FL,1,Family Life,F2 Upscale Earners,Rural Roots,0,0,0,1,13899.97,0,0,0,0.91,0,61752.29325,1.33988
0,MOCKACCT000000000924,18,16-24 months,85994.2,0,1,FL,2,Mature Years,M5 Retirement Blues,Superstore Shoppers,0,0,2,0,0,0,0,0,0.91,8821.756179,61752.29325,1.6387
1,MOCKACCT000000000925,1,<= 6 months,15000,179,15,FL,15,Younger Years,Y1 Upwardly Mobile,McMansions & Merriment,1,20493.87,0,0,0,1,0,1,0.91,0,61752.29325,0.196125
1,MOCKACCT000000000926,1,<= 6 months,3041.1,135,11,FL,12,Unassigned,Unassigned,Unassigned,0,0,0,0,0,0,0,0,0.91,0,61752.29325,0.196125
1,MOCKACCT000000000927,6,<= 6 months,78940.55,0,2,FL,16,Mature Years,M5 Retirement Blues,Unwired Retired,1,210133.7,0,0,0,0,0,0,0.91,0,61752.29325,0.196125
1,MOCKACCT000000000928,7,7-15 months,101598.29,0,0,TX,1,Mature Years,M3 Upscale Empty Nests,Booming Nests,1,90388.95,0,0,0,0,0,0,0.91,0,76883.00438,1.2909678
1,MOCKACCT000000000929,7,7-15 months,10059.31,0,0,FL,22,Mature Years,M4 Midscale Matures,Pensions & Ports,2,11366.02,0,0,0,1,1,1,0.91,0,61752.29325,1.33988
1,MOCKACCT000000000930,7,7-15 months,1036.15,0,0,FL,0,Unassigned,Unassigned,Unassigned,0,0,0,0,0,0,0,0,0.91,0,61752.29325,1.33988
1,MOCKACCT000000000931,7,7-15 months,151827.89,0,0,FL,0,Unassigned,Unassigned,Unassigned,0,0,0,0,0,0,0,0,0.91,0,61752.29325,1.33988
1,MOCKACCT000000000932,7,7-15 months,14536.08,1,2,FL,18,Mature Years,M2 Wealthy Achievers,Leasing Luxury,1,570372.44,0,0,0,0,0,0,0.91,0,61752.29325,1.33988
1,MOCKACCT000000000933,7,7-15 months,20119.19,0,0,FL,0,Unassigned,Unassigned,Unassigned,0,0,0,0,0,0,0,0,0.91,0,61752.29325,1.33988
1,MOCKACCT000000000934,7,7-15 months,7817.57,18,11,FL,14,Mature Years,M4 Midscale Matures,Pensions & Ports,1,10647.28,0,0,0,1,0,1,0.91,0,61752.29325,1.33988
1,MOCKACCT000000000935,10,7-15 months,203982.57,1,1,FL,5,Mature Years,M1 Financial Elite,Golden Agers,1,31136.08,2,0,0,0,0,0,0.91,0,61752.29325,1.33988
1,MOCKACCT000000000936,10,7-15 months,50933.67,1,1,FL,2,Mature Years,M5 Retirement Blues,Fixed Finances,1,43245.01,2,0,0,0,0,0,0.91,0,61752.29325,1.33988
1,MOCKACCT000000000937,7,7-15 months,65915.56,1,1,TX,1,Mature Years,M1 Financial Elite,Golden Agers,0,0,2,0,0,0,0,0,0.91,0,76883.00438,1.2909678
1,MOCKACCT000000000938,10,7-15 months,10195.66,1,1,FL,3,Mature Years,M2 Wealthy Achievers,IRA Enthusiast,1,4447.69,3,0,0,1,1,1,0.91,0,61752.29325,1.33988
1,MOCKACCT000000000939,10,7-15 months,181617.09,0,0,TX,0,Family Life,F1 Flourishing Families,Leveraged Life,0,0,0,0,0,0,0,0,0.91,0,76883.00438,1.2909678
1,MOCKACCT000000000940,10,7-15 months,30270.25,0,0,FL,1,Mature Years,M4 Midscale Matures,Annuity Street,0,0,0,0,0,0,0,0,0.91,0,61752.29325,1.33988
1,MOCKACCT000000000941,10,7-15 months,55492.9,0,0,FL,10,Mature Years,M3 Upscale Empty Nests,Comfortably Retired,0,0,3,0,0,0,0,0,0.91,0,61752.29325,1.33988
1,MOCKACCT000000000942,7,7-15 months,365505.99,1,1,FL,1,Younger Years,Y1 Upwardly Mobile,McMansions & Merriment,0,0,0,0,0,0,0,0,0.91,0,61752.29325,1.33988
1,MOCKACCT000000000943,7,7-15 months,159873.84,1,1,FL,11,Mature Years,M2 Wealthy Achievers,Capital Accumulators,1,582702.37,0,0,0,0,0,1,0.91,0,61752.29325,1.33988
1,MOCKACCT000000000944,7,7-15 months,35468.36,1,1,FL,9,Mature Years,M1 Financial Elite,Business Class,0,0,1,0,0,0,0,0,0.91,0,61752.29325,1.33988
1,MOCKACCT000000000945,7,7-15 months,150889.62,1,1,FL,1,Mature Years,M1 Financial Elite,Golden Agers,0,0,1,0,0,0,0,0,0.91,0,61752.29325,1.33988
1,MOCKACCT000000000946,7,7-15 months,156423.8,1,1,FL,11,Mature Years,M2 Wealthy Achievers,Capital Accumulators,0,0,0,0,0,0,0,0,0.91,0,61752.29325,1.33988
1,MOCKACCT000000000947,10,7-15 months,201799.69,1,1,FL,2,Mature Years,M4 Midscale Matures,Annuity Street,0,0,1,0,0,1,0,0,0.91,0,61752.29325,1.33988
1,MOCKACCT000000000948,7,7-15 months,60327.5,0,0,TX,0,Mature Years,M1 Financial Elite,Golden Agers,0,0,0,0,0,0,0,0,0.91,0,76883.00438,1.2909678
1,MOCKACCT000000000949,7,7-15 months,39363.92,0,0,TX,1,Mature Years,M5 Retirement Blues,Unwired Retired,0,0,3,0,0,0,0,0,0.91,0,76883.00438,1.2909678
1,MOCKACCT000000000950,7,7-15 months,182223.59,1,1,FL,1,Unassigned,Unassigned,Unassigned,0,0,1,0,0,0,0,0,0.91,0,61752.29325,1.33988
1,MOCKACCT000000000951,7,7-15 months,10385.71,0,0,FL,0,Mature Years,M4 Midscale Matures,Pensions & Ports,0,0,0,0,0,0,0,0,0.91,0,61752.29325,1.33988
1,MOCKACCT000000000952,10,7-15 months,101943.84,1,1,TX,1,Mature Years,M5 Retirement Blues,Unwired Retired,0,0,1,0,0,0,0,0,0.91,0,76883.00438,1.2909678
1,MOCKACCT000000000953,7,7-15 months,251719.93,1,2,TX,2,Mature Years,M1 Financial Elite,Power Couples,1,5923.35,0,0,0,1,0,0,0.91,0,76883.00438,1.2909678
1,MOCKACCT000000000954,10,7-15 months,81556.94,0,0,TX,1,Unassigned,Unassigned,Unassigned,0,0,1,0,0,0,0,0,0.91,0,76883.00438,1.2909678
1,MOCKACCT000000000955,7,7-15 months,23515.43,0,0,FL,1,Mature Years,M1 Financial Elite,Business Class,0,0,7,0,0,0,0,0,0.91,0,61752.29325,1.33988
1,MOCKACCT000000000956,10,7-15 months,103062.43,1,1,FL,1,Mature Years,M1 Financial Elite,Business Class,0,0,5,0,0,0,0,0,0.91,0,61752.29325,1.33988
1,MOCKACCT000000000957,10,7-15 months,15455.37,0,1,FL,1,Mature Years,M3 Upscale Empty Nests,Booming Nests,0,0,0,0,0,0,0,0,0.91,0,61752.29325,1.33988
1,MOCKACCT000000000958,7,7-15 months,90535.62,1,1,FL,1,Younger Years,Y1 Upwardly Mobile,McMansions & Merriment,0,0,2,0,0,0,0,0,0.91,0,61752.29325,1.33988
1,MOCKACCT000000000959,10,7-15 months,50479.72,0,0,FL,1,Mature Years,M1 Financial Elite,Golden Agers,0,0,2,0,0,0,0,0,0.91,0,61752.29325,1.33988
1,MOCKACCT000000000960,10,7-15 months,26407.49,0,0,FL,1,Mature Years,M1 Financial Elite,Business Class,0,0,0,0,0,0,0,0,0.91,0,61752.29325,1.33988
1,MOCKACCT000000000961,10,7-15 months,50448.77,1,1,FL,1,Mature Years,M1 Financial Elite,Golden Agers,0,0,2,0,0,0,0,0,0.91,0,61752.29325,1.33988
1,MOCKACCT000000000962,10,7-15 months,100895.35,0,0,FL,0,Unassigned,Unassigned,Unassigned,0,0,0,0,0,0,0,0,0.91,0,61752.29325,1.33988
1,MOCKACCT000000000963,18,16-24 months,254814.32,0,1,FL,10,Mature Years,M2 Wealthy Achievers,IRA Enthusiast,0,0,0,0,0,0,0,0,0.91,8821.756179,61752.29325,1.6387
1,MOCKACCT000000000964,10,7-15 months,76461.89,0,0,TX,1,Mature Years,M1 Financial Elite,Golden Agers,0,0,4,0,0,0,0,0,0.91,0,76883.00438,1.2909678
1,MOCKACCT000000000965,10,7-15 months,39875.77,0,0,TX,1,Mature Years,M1 Financial Elite,Golden Agers,0,0,4,0,0,0,0,0,0.91,0,76883.00438,1.2909678
1,MOCKACCT000000000966,7,7-15 months,50297.57,0,0,FL,1,Mature Years,M4 Midscale Matures,Annuity Street,0,0,0,0,0,0,0,0,0.91,0,61752.29325,1.33988
1,MOCKACCT000000000967,7,7-15 months,100595.13,1,1,FL,1,Younger Years,Y1 Upwardly Mobile,McMansions & Merriment,0,0,2,0,0,0,0,0,0.91,0,61752.29325,1.33988
1,MOCKACCT000000000968,10,7-15 months,50449.18,0,0,FL,6,Mature Years,M3 Upscale Empty Nests,Booming Nests,2,329751.46,0,0,0,0,0,0,0.91,0,61752.29325,1.33988
1,MOCKACCT000000000969,10,7-15 months,344787.89,1,1,FL,1,Mature Years,M4 Midscale Matures,Annuity Street,0,0,0,0,0,0,0,1,0.91,0,61752.29325,1.33988
1,MOCKACCT000000000970,12,7-15 months,40684.19,16,17,FL,18,Unassigned,Unassigned,Unassigned,0,0,0,0,0,0,0,0,0.91,0,61752.29325,1.33988
1,MOCKACCT000000000971,7,7-15 months,40654.69,1,1,FL,11,Mature Years,M1 Financial Elite,Golden Agers,0,0,7,0,0,0,0,1,0.91,0,61752.29325,1.33988
1,MOCKACCT000000000972,10,7-15 months,100898.38,0,0,TX,0,Mature Years,M1 Financial Elite,Power Couples,0,0,0,0,0,0,0,0,0.91,0,76883.00438,1.2909678
1,MOCKACCT000000000973,7,7-15 months,75817.04,0,0,FL,1,Mature Years,M2 Wealthy Achievers,Capital Accumulators,0,0,2,0,0,0,0,0,0.91,0,61752.29325,1.33988
1,MOCKACCT000000000974,7,7-15 months,103613,0,0,FL,0,Mature Years,M2 Wealthy Achievers,Leasing Luxury,1,14.74,0,0,0,1,0,1,0.91,0,61752.29325,1.33988
1,MOCKACCT000000000975,10,7-15 months,10089.84,0,0,FL,1,Mature Years,M1 Financial Elite,Golden Agers,0,0,0,0,0,0,0,0,0.91,0,61752.29325,1.33988
1,MOCKACCT000000000976,7,7-15 months,25148.79,0,0,FL,1,Mature Years,M3 Upscale Empty Nests,Comfortably Retired,0,0,6,0,0,0,0,0,0.91,0,61752.29325,1.33988
1,MOCKACCT000000000977,7,7-15 months,50297.58,0,0,FL,1,Mature Years,M1 Financial Elite,Business Class,0,0,1,0,0,0,0,0,0.91,0,61752.29325,1.33988
1,MOCKACCT000000000978,7,7-15 months,100595.15,0,0,FL,0,Mature Years,M1 Financial Elite,Business Class,0,0,0,0,0,0,0,0,0.91,0,61752.29325,1.33988
1,MOCKACCT000000000979,7,7-15 months,241428.36,0,0,FL,0,Mature Years,M1 Financial Elite,Business Class,0,0,0,0,0,1,0,0,0.91,0,61752.29325,1.33988
1,MOCKACCT000000000980,7,7-15 months,66623.48,1,2,FL,2,Mature Years,M1 Financial Elite,Business Class,0,0,1,0,0,0,0,0,0.91,0,61752.29325,1.33988
1,MOCKACCT000000000981,7,7-15 months,204995.34,1,2,FL,2,Unassigned,Unassigned,Unassigned,0,0,0,0,0,0,0,0,0.91,0,61752.29325,1.33988
1,MOCKACCT000000000982,7,7-15 months,67398.78,0,0,FL,0,Younger Years,Y1 Upwardly Mobile,Fiscal Rookies,0,0,0,0,0,0,0,0,0.91,0,61752.29325,1.33988
1,MOCKACCT000000000983,10,7-15 months,76461.28,0,0,FL,1,Mature Years,M4 Midscale Matures,Annuity Street,1,10589.28,0,0,0,1,0,0,0.91,0,61752.29325,1.33988
1,MOCKACCT000000000984,7,7-15 months,62232.65,0,0,FL,0,Mature Years,M3 Upscale Empty Nests,Booming Nests,0,0,1,0,0,0,0,0,0.91,0,61752.29325,1.33988
1,MOCKACCT000000000985,10,7-15 months,422404.09,1,1,FL,1,Mature Years,M4 Midscale Matures,Nesters & Investors,0,0,1,0,0,0,0,0,0.91,0,61752.29325,1.33988
1,MOCKACCT000000000986,18,16-24 months,63984.02,0,1,FL,1,Mature Years,M4 Midscale Matures,Rocker & Recliner Retirees,0,0,4,0,0,0,0,1,0.91,8821.756179,61752.29325,1.6387
1,MOCKACCT000000000987,18,16-24 months,101915.27,0,1,FL,1,Mature Years,M2 Wealthy Achievers,Leasing Luxury,0,0,0,0,0,0,0,0,0.91,8821.756179,61752.29325,1.6387
1,MOCKACCT000000000988,10,7-15 months,50449.16,0,0,TX,0,Mature Years,M1 Financial Elite,Power Couples,0,0,1,0,0,0,0,0,0.91,0,76883.00438,1.2909678
1,MOCKACCT000000000989,10,7-15 months,100896.07,0,0,TX,1,Mature Years,M1 Financial Elite,Power Couples,1,179584.16,1,0,0,1,0,0,0.91,0,76883.00438,1.2909678
1,MOCKACCT000000000990,10,7-15 months,50399.54,0,0,FL,5,Mature Years,M3 Upscale Empty Nests,Booming Nests,1,37400.43,3,0,0,0,0,0,0.91,0,61752.29325,1.33988
1,MOCKACCT000000000991,7,7-15 months,201190.27,1,2,FL,2,Mature Years,M1 Financial Elite,Business Class,0,0,1,0,0,1,0,0,0.91,0,61752.29325,1.33988
1,MOCKACCT000000000992,18,16-24 months,10191.42,0,1,FL,1,Mature Years,M1 Financial Elite,Golden Agers,0,0,2,0,0,0,0,0,0.91,8821.756179,61752.29325,1.6387
1,MOCKACCT000000000993,10,7-15 months,101959.41,1,1,TX,1,Mature Years,M3 Upscale Empty Nests,Comfortably Retired,1,101365.14,1,0,0,0,0,0,0.91,0,76883.00438,1.2909678
1,MOCKACCT000000000994,18,16-24 months,50996.81,1,2,TX,2,Mature Years,M1 Financial Elite,Business Class,1,5414.81,1,0,0,0,0,1,0.91,10983.28634,76883.00438,1.39308
1,MOCKACCT000000000995,10,7-15 months,50969.77,1,1,FL,1,Mature Years,M3 Upscale Empty Nests,Booming Nests,0,0,2,0,0,0,0,0,0.91,0,61752.29325,1.33988
1,MOCKACCT000000000996,7,7-15 months,92415.21,0,0,TX,0,Mature Years,M1 Financial Elite,Business Class,0,0,0,0,0,0,0,0,0.91,0,76883.00438,1.2909678
1,MOCKACCT000000000997,7,7-15 months,35990.96,0,0,FL,0,Mature Years,M3 Upscale Empty Nests,Comfortably Retired,0,0,0,0,0,1,0,0,0.91,0,61752.29325,1.33988
1,MOCKACCT000000000998,10,7-15 months,368336.85,0,0,FL,0,Mature Years,M1 Financial Elite,The Wealth Market,0,0,0,0,0,0,0,0,0.91,0,61752.29325,1.33988
1,MOCKACCT000000000999,10,7-15 months,141366.5,1,1,FL,2,Mature Years,M3 Upscale Empty Nests,Booming Nests,1,131,5,0,0,0,0,0,0.91,0,61752.29325,1.33988
1,MOCKACCT000000001000,10,7-15 months,305847.5,0,0,TX,1,Mature Years,M1 Financial Elite,Business Class,0,0,0,0,0,0,0,0,0.91,0,76883.00438,1.2909678
1,MOCKACCT000000001001,10,7-15 months,153457.34,1,1,FL,1,Mature Years,M1 Financial Elite,Business Class,0,0,2,0,0,0,0,1,0.91,0,61752.29325,1.33988
1,MOCKACCT000000001002,10,7-15 months,25709.6,0,0,TX,2,Mature Years,M1 Financial Elite,Business Class,0,0,9,0,0,1,0,0,0.91,0,76883.00438,1.2909678
1,MOCKACCT000000001003,10,7-15 months,10089.84,0,0,TX,0,Mature Years,M2 Wealthy Achievers,IRA Enthusiast,1,195.55,1,0,0,1,0,0,0.91,0,76883.00438,1.2909678
1,MOCKACCT000000001004,7,7-15 months,22066.7,0,0,FL,0,Mature Years,M4 Midscale Matures,Pensions & Ports,0,0,0,0,0,0,0,1,0.91,0,61752.29325,1.33988
1,MOCKACCT000000001005,7,7-15 months,77512.94,0,0,TX,1,Mature Years,M3 Upscale Empty Nests,Booming Nests,0,0,4,0,0,0,0,0,0.91,0,76883.00438,1.2909678
1,MOCKACCT000000001006,7,7-15 months,10260.16,0,0,FL,1,Mature Years,M5 Retirement Blues,Unwired Retired,0,0,1,0,0,0,0,0,0.91,0,61752.29325,1.33988
1,MOCKACCT000000001007,18,16-24 months,8247.36,0,1,FL,2,Mature Years,M2 Wealthy Achievers,Leasing Luxury,0,0,0,0,0,0,0,0,0.91,8821.756179,61752.29325,1.6387
1,MOCKACCT000000001008,10,7-15 months,10093.56,0,0,FL,3,Younger Years,Y3 Fiscal Fledglings,Metropolitan Ease,2,879.57,0,0,0,1,1,0,0.91,0,61752.29325,1.33988
0,MOCKACCT000000001009,10,7-15 months,152083.1,1,1,TX,1,Mature Years,M1 Financial Elite,Golden Agers,0,0,1,0,0,0,0,1,1.16,0,55530.57647,1.2913678
0,MOCKACCT000000001010,10,7-15 months,26336.41,0,0,TX,1,Younger Years,Y2 Metro Mainstream,Striving & Thriving,0,0,2,0,0,0,0,0,1.16,0,55530.57647,1.2913678
0,MOCKACCT000000001011,10,7-15 months,163118.59,1,1,FL,4,Family Life,F4 Working-Class USA,Social Insecurity,0,0,1,0,0,0,0,0,1.16,0,64835.41739,1.48876
0,MOCKACCT000000001012,7,7-15 months,50530.41,1,1,TX,1,Mature Years,M3 Upscale Empty Nests,Equity Earners,0,0,6,0,0,0,0,0,1.16,0,55530.57647,1.2913678
0,MOCKACCT000000001013,10,7-15 months,153975.07,1,1,FL,1,Mature Years,M2 Wealthy Achievers,Capital Accumulators,0,0,1,0,0,0,0,0,1.16,0,64835.41739,1.48876
0,MOCKACCT000000001014,7,7-15 months,20134.82,0,0,FL,1,Mature Years,M4 Midscale Matures,Annuity Street,0,0,2,0,0,0,0,0,1.16,0,64835.41739,1.48876
0,MOCKACCT000000001015,7,7-15 months,105832.56,0,0,FL,11,Mature Years,M4 Midscale Matures,Annuity Street,2,40948.82,0,0,0,0,0,1,1.16,0,64835.41739,1.48876
0,MOCKACCT000000001016,7,7-15 months,279053.94,0,0,FL,0,Unassigned,Unassigned,Unassigned,0,0,0,0,0,0,0,0,1.16,0,64835.41739,1.48876
0,MOCKACCT000000001017,7,7-15 months,150892.77,0,0,FL,0,Unassigned,Unassigned,Unassigned,0,0,0,0,0,0,0,0,1.16,0,64835.41739,1.48876
0,MOCKACCT000000001018,7,7-15 months,20118.64,0,0,FL,1,Mature Years,M3 Upscale Empty Nests,Booming Nests,0,0,1,0,0,0,0,0,1.16,0,64835.41739,1.48876
0,MOCKACCT000000001019,10,7-15 months,57522.86,0,0,FL,10,Mature Years,M3 Upscale Empty Nests,Booming Nests,1,149758.68,0,0,0,0,0,0,1.16,0,64835.41739,1.48876
0,MOCKACCT000000001020,10,7-15 months,50449.21,0,0,FL,0,Unassigned,Unassigned,Unassigned,0,0,0,0,0,0,0,0,1.16,0,64835.41739,1.48876
0,MOCKACCT000000001021,10,7-15 months,201796.84,0,0,FL,1,Unassigned,Unassigned,Unassigned,1,73202.95,1,0,0,0,0,0,1.16,0,64835.41739,1.48876
0,MOCKACCT000000001022,7,7-15 months,14475.87,0,0,TX,1,Mature Years,M3 Upscale Empty Nests,Equity Earners,0,0,9,0,0,0,0,0,1.16,0,55530.57647,1.2913678
0,MOCKACCT000000001023,7,7-15 months,50273.43,1,2,TX,2,Unassigned,Unassigned,Unassigned,0,0,0,0,0,0,0,0,1.16,0,55530.57647,1.2913678
0,MOCKACCT000000001024,10,7-15 months,25486.7,0,0,TX,1,Mature Years,M3 Upscale Empty Nests,Booming Nests,0,0,3,0,0,0,0,0,1.16,0,55530.57647,1.2913678
0,MOCKACCT000000001025,10,7-15 months,60539.05,0,0,FL,13,Younger Years,Y3 Fiscal Fledglings,Transient Leasers,1,29106.91,0,0,0,0,0,1,1.16,0,64835.41739,1.48876
0,MOCKACCT000000001026,10,7-15 months,90809.93,0,0,FL,0,Mature Years,M3 Upscale Empty Nests,Booming Nests,0,0,0,0,0,0,0,0,1.16,0,64835.41739,1.48876
0,MOCKACCT000000001027,10,7-15 months,80718.74,0,0,FL,19,Unassigned,Unassigned,Unassigned,0,0,0,0,0,0,0,0,1.16,0,64835.41739,1.48876
0,MOCKACCT000000001028,7,7-15 months,100595.19,0,0,FL,0,Mature Years,M3 Upscale Empty Nests,Booming Nests,0,0,0,0,0,0,0,0,1.16,0,64835.41739,1.48876
0,MOCKACCT000000001029,10,7-15 months,10089.84,0,0,FL,7,Younger Years,Y3 Fiscal Fledglings,Counting Coins,1,242.16,0,0,0,1,0,1,1.16,0,64835.41739,1.48876
0,MOCKACCT000000001030,7,7-15 months,301637.7,0,0,TX,1,Mature Years,M1 Financial Elite,Golden Agers,0,0,1,0,0,0,0,0,1.16,0,55530.57647,1.2913678
0,MOCKACCT000000001031,7,7-15 months,40997.59,0,0,TX,0,Mature Years,M3 Upscale Empty Nests,Leisure Land,0,0,2,0,0,0,0,0,1.16,0,55530.57647,1.2913678
0,MOCKACCT000000001032,10,7-15 months,68610.88,1,1,FL,2,Mature Years,M3 Upscale Empty Nests,Early-Bird Specials,0,0,2,0,0,0,0,0,1.16,0,64835.41739,1.48876
0,MOCKACCT000000001033,10,7-15 months,101949.12,0,0,TX,2,Family Life,F1 Flourishing Families,School Daze,1,83500.76,0,0,0,1,0,0,1.16,0,55530.57647,1.2913678
0,MOCKACCT000000001034,10,7-15 months,100394.58,0,0,TX,0,Unassigned,Unassigned,Unassigned,0,0,0,0,0,0,0,0,1.16,0,55530.57647,1.2913678
0,MOCKACCT000000001035,7,7-15 months,15081.89,0,0,TX,0,Mature Years,M1 Financial Elite,Golden Agers,0,0,1,0,0,0,0,0,1.16,0,55530.57647,1.2913678
0,MOCKACCT000000001036,7,7-15 months,201190.43,0,0,FL,0,Mature Years,M2 Wealthy Achievers,IRA Enthusiast,0,0,0,0,0,0,0,0,1.16,0,64835.41739,1.48876
0,MOCKACCT000000001037,7,7-15 months,100595.21,0,0,FL,0,Unassigned,Unassigned,Unassigned,0,0,0,0,0,0,0,0,1.16,0,64835.41739,1.48876
